path,category,subcategory,production_required,research_required,test_required,referenced,reference_count,runtime_dependency,model_dependency,safe_remove_candidate,group,confidence,reason
backend/src/controllers/leaderboardController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,2,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (leaderboardController.js).
backend/src/controllers/mlController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,4,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (mlController.js).
backend/src/controllers/notificationController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,2,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (notificationController.js).
backend/src/controllers/procrastinationController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,3,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (procrastinationController.js).
backend/src/controllers/recommendationController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,7,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (recommendationController.js).
backend/src/controllers/reportController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,2,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (reportController.js).
backend/src/controllers/skillController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,2,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (skillController.js).
backend/src/controllers/taskController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,4,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (taskController.js).
backend/src/controllers/telemetryController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,4,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (telemetryController.js).
backend/src/controllers/xpController.js,B. PRODUCTION BACKEND CODE,Express Controller,YES,NO,NO,YES,2,Express Routes / Business Logic,None,NO,GROUP A — MUST KEEP,HIGH,Request handler controller executing business logic and database queries (xpController.js).
backend/src/middleware/authMiddleware.js,B. PRODUCTION BACKEND CODE,Express Security Middleware,YES,NO,NO,YES,21,Express Pipeline / JWT Protection,None,NO,GROUP A — MUST KEEP,HIGH,Stateless HMAC-SHA256 JWT auth and user isolation middleware (req.user._id).
backend/src/models/Achievement.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,5,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (Achievement.js).
backend/src/models/DailyChallenge.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,4,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (DailyChallenge.js).
backend/src/models/DistractionLog.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,5,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (DistractionLog.js).
backend/src/models/FocusSession.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,16,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (FocusSession.js).
backend/src/models/Notification.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,6,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (Notification.js).
backend/src/models/OTP.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,6,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (OTP.js).
backend/src/models/RecommendationEvent.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,15,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (RecommendationEvent.js).
backend/src/models/Skill.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,60,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (Skill.js).
backend/src/models/TabSession.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,13,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (TabSession.js).
backend/src/models/Task.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,16,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (Task.js).
backend/src/models/User.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,23,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (User.js).
backend/src/models/UserXP.js,E. DATABASE / SCHEMA / MIGRATION,Mongoose Document Model,YES,NO,NO,YES,12,MongoDB Atlas / Express Controllers,None,NO,GROUP A — MUST KEEP,HIGH,Mongoose schema and data model defining database collection structure (UserXP.js).
backend/src/routes/achievementRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (achievementRoutes.js).
backend/src/routes/analyticsRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (analyticsRoutes.js).
backend/src/routes/authRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (authRoutes.js).
backend/src/routes/dailyChallengeRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (dailyChallengeRoutes.js).
backend/src/routes/dashboardRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (dashboardRoutes.js).
backend/src/routes/focusSessionRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (focusSessionRoutes.js).
backend/src/routes/leaderboardRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (leaderboardRoutes.js).
backend/src/routes/mlRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (mlRoutes.js).
backend/src/routes/notificationRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (notificationRoutes.js).
backend/src/routes/procrastinationRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,3,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (procrastinationRoutes.js).
backend/src/routes/recommendationRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,3,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (recommendationRoutes.js).
backend/src/routes/reportRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (reportRoutes.js).
backend/src/routes/skillRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (skillRoutes.js).
backend/src/routes/taskRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (taskRoutes.js).
backend/src/routes/telemetryRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (telemetryRoutes.js).
backend/src/routes/testRoutes.js,G. TEST CODE,Backend Diagnostic Route,YES,NO,YES,YES,3,Development / API verification,None,NO,GROUP A — MUST KEEP,HIGH,Diagnostic test endpoint for database health and connectivity validation.
backend/src/routes/xpRoutes.js,B. PRODUCTION BACKEND CODE,Express Route Definition,YES,NO,NO,YES,2,server.js Express Router,None,NO,GROUP A — MUST KEEP,HIGH,Express REST endpoint router mapping HTTP paths to controllers (xpRoutes.js).
backend/src/services/achievementService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,11,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (achievementService.js).
backend/src/services/analyticsService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,3,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (analyticsService.js).
backend/src/services/dailyChallengeService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,6,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (dailyChallengeService.js).
backend/src/services/emailService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,4,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (emailService.js).
backend/src/services/focusAnalyticsService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,2,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (focusAnalyticsService.js).
backend/src/services/geminiService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,4,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (geminiService.js).
backend/src/services/leaderboardService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,5,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (leaderboardService.js).
backend/src/services/mlFeatureService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,11,Express Controllers / ML Orchestration,"Models 1, 2, and 3 V2",NO,GROUP A — MUST KEEP,HIGH,Critical ML integration service extracting 11/20 features and dispatching inference (mlFeatureService.js).
backend/src/services/mlRefreshService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,9,Express Controllers / ML Orchestration,"Models 1, 2, and 3 V2",NO,GROUP A — MUST KEEP,HIGH,Critical ML integration service extracting 11/20 features and dispatching inference (mlRefreshService.js).
backend/src/services/mlService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,14,Express Controllers / ML Orchestration,"Models 1, 2, and 3 V2",NO,GROUP A — MUST KEEP,HIGH,Critical ML integration service extracting 11/20 features and dispatching inference (mlService.js).
backend/src/services/notificationService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,10,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (notificationService.js).
backend/src/services/pdfService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,4,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (pdfService.js).
backend/src/services/reportService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,6,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (reportService.js).
backend/src/services/telemetryService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,6,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (telemetryService.js).
backend/src/services/xpService.js,B. PRODUCTION BACKEND CODE,Backend Business Service,YES,NO,NO,YES,14,Express Controllers / ML Orchestration,None,NO,GROUP A — MUST KEEP,HIGH,Modular backend business service executing domain operations (xpService.js).
backend/src/utils/dateFilter.js,B. PRODUCTION BACKEND CODE,Backend Utility Helper,YES,NO,NO,YES,2,Controllers / Auth / Analytics,None,NO,GROUP A — MUST KEEP,HIGH,"Backend helper utility for date filtering, JWT signing, and streak calculations (dateFilter.js)."
backend/src/utils/generateToken.js,B. PRODUCTION BACKEND CODE,Backend Utility Helper,YES,NO,NO,YES,2,Controllers / Auth / Analytics,None,NO,GROUP A — MUST KEEP,HIGH,"Backend helper utility for date filtering, JWT signing, and streak calculations (generateToken.js)."
backend/src/utils/streakEngine.js,B. PRODUCTION BACKEND CODE,Backend Utility Helper,YES,NO,NO,YES,6,Controllers / Auth / Analytics,None,NO,GROUP A — MUST KEEP,HIGH,"Backend helper utility for date filtering, JWT signing, and streak calculations (streakEngine.js)."
backend/tests/test_backend_ml_integration.js,G. TEST CODE,Automated Integration Test,NO,NO,YES,YES,3,None,None,NO,GROUP A — MUST KEEP,HIGH,Integration test script verifying backend ML pipelines and state machine lifecycles (test_backend_ml_integration.js).
backend/tests/test_recommendation_loop.js,G. TEST CODE,Automated Integration Test,NO,NO,YES,YES,3,None,None,NO,GROUP A — MUST KEEP,HIGH,Integration test script verifying backend ML pipelines and state machine lifecycles (test_recommendation_loop.js).
backend/tests/test_sprint10_automatic_refresh.js,G. TEST CODE,Automated Integration Test,NO,NO,YES,YES,1,None,None,NO,GROUP A — MUST KEEP,HIGH,Integration test script verifying backend ML pipelines and state machine lifecycles (test_sprint10_automatic_refresh.js).
backend/tests/test_sprint10_live_ui_refresh.js,G. TEST CODE,Automated Integration Test,NO,NO,YES,YES,1,None,None,NO,GROUP A — MUST KEEP,HIGH,Integration test script verifying backend ML pipelines and state machine lifecycles (test_sprint10_live_ui_refresh.js).
backend/tests/test_sprint10_telemetry_refresh.js,G. TEST CODE,Automated Integration Test,NO,NO,YES,YES,2,None,None,NO,GROUP A — MUST KEEP,HIGH,Integration test script verifying backend ML pipelines and state machine lifecycles (test_sprint10_telemetry_refresh.js).
cd,M. TEMPORARY / DEBUG / SCRATCH,Accidental Empty File,NO,NO,NO,YES,18,None,None,YES,GROUP C — SAFE-TO-REMOVE CANDIDATES,HIGH,0-byte accidental file created by terminal CLI misdirection ('cd').
documentation/Complete_Project_Documentation.docx,N. DUPLICATE / OBSOLETE CANDIDATE,Alternative Document Format (Duplicated),NO,YES,NO,YES,3,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Word (.docx) or HTML render of master documentation markdown (Complete_Project_Documentation.docx).
documentation/Complete_Project_Documentation.md,J. RESEARCH REPORT / DOCUMENTATION,Master Technical Documentation,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Master architectural specification, SDLC manual, or academic paper manuscript draft (Complete_Project_Documentation.md)."
documentation/Complete_Project_Documentation.pdf,J. RESEARCH REPORT / DOCUMENTATION,Publication Research PDF Document,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Comprehensive research paper or technical architecture PDF document (Complete_Project_Documentation.pdf).
documentation/EduPulse_AI_Research_Documentation_SDLC_and_Paper_Guide.pdf,J. RESEARCH REPORT / DOCUMENTATION,Publication Research PDF Document,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Official publication PDF including complete SDLC Sprints 1-12 and empirical research.
documentation/EduPulse_AI_Research_Documentation_and_Paper_Guide.pdf,J. RESEARCH REPORT / DOCUMENTATION,Publication Research PDF Document,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Comprehensive research paper or technical architecture PDF document (EduPulse_AI_Research_Documentation_and_Paper_Guide.pdf).
documentation/EduPulse_AI_Research_Paper.docx,N. DUPLICATE / OBSOLETE CANDIDATE,Alternative Document Format (Duplicated),NO,YES,NO,YES,3,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Word (.docx) or HTML render of master documentation markdown (EduPulse_AI_Research_Paper.docx).
documentation/EduPulse_AI_Research_Paper.html,N. DUPLICATE / OBSOLETE CANDIDATE,Alternative Document Format (Duplicated),NO,YES,NO,YES,4,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Word (.docx) or HTML render of master documentation markdown (EduPulse_AI_Research_Paper.html).
documentation/EduPulse_AI_Research_Paper.md,J. RESEARCH REPORT / DOCUMENTATION,Master Technical Documentation,NO,YES,NO,YES,3,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Master architectural specification, SDLC manual, or academic paper manuscript draft (EduPulse_AI_Research_Paper.md)."
documentation/EduPulse_AI_Research_Paper.pdf,J. RESEARCH REPORT / DOCUMENTATION,Publication Research PDF Document,NO,YES,NO,YES,2,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Comprehensive research paper or technical architecture PDF document (EduPulse_AI_Research_Paper.pdf).
documentation/generate_paper_pdf.py,H. RESEARCH / EXPERIMENT CODE,Documentation PDF Generator Script,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Python script compiling ReportLab vector PDF research guides (generate_paper_pdf.py).
documentation/generate_research_paper_pdf.py,H. RESEARCH / EXPERIMENT CODE,Documentation PDF Generator Script,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Python script compiling ReportLab vector PDF research guides (generate_research_paper_pdf.py).
evaluation/api/ai_coach_action_tracking_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (ai_coach_action_tracking_report.md)."
evaluation/api/ml_backend_integration_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (ml_backend_integration_report.md)."
evaluation/api/ml_feature_mapping.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (ml_feature_mapping.md)."
evaluation/api/ml_frontend_integration_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (ml_frontend_integration_report.md)."
evaluation/api/project_file_forensic_audit.csv,J. RESEARCH REPORT / DOCUMENTATION,Forensic Audit Master CSV,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,Comprehensive forensic file audit master inventory CSV.
evaluation/api/project_file_forensic_audit.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (project_file_forensic_audit.md)."
evaluation/api/recommendation_feedback_loop_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (recommendation_feedback_loop_report.md)."
evaluation/api/sprint10_automatic_refresh_audit.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint10_automatic_refresh_audit.md)."
evaluation/api/sprint10_automatic_refresh_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint10_automatic_refresh_report.md)."
evaluation/api/sprint10_live_ml_ui_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint10_live_ml_ui_report.md)."
evaluation/api/sprint10_telemetry_audit.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint10_telemetry_audit.md)."
evaluation/api/sprint10_telemetry_ml_refresh_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint10_telemetry_ml_refresh_report.md)."
evaluation/api/sprint11_class_effectiveness_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint11_class_effectiveness_report.md)."
evaluation/api/sprint11_data_consistency_validation.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint11_data_consistency_validation.md)."
evaluation/api/sprint11_personalization_effectiveness_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint11_personalization_effectiveness_report.md)."
evaluation/api/sprint11_recommendation_effectiveness_audit.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint11_recommendation_effectiveness_audit.md)."
evaluation/api/sprint11_recommendation_effectiveness_report.md,J. RESEARCH REPORT / DOCUMENTATION,Sprint Evaluation Report,NO,YES,NO,YES,1,None,None,NO,GROUP B — KEEP FOR RESEARCH,HIGH,"Comprehensive markdown research report documenting API integration, telemetry, or recommendation effectiveness (sprint11_recommendation_effectiveness_report.md)."
